title,category,description,price,link
Bowery Hill Faux Marble Round Top with Metal Base End Table in White and Chrome,side-tables-and-accent-tables,"Add glam to your living space with this round end table featuring white faux carrara marble top and a chrome metal base.Features Faux Carrara marble top in whiteChrome metal baseRound shapeModerm glam styleSpecifications Product Dimensions  24.25"" H x 23.75"" W x 23.75"" DProduct Weight  44 lbsAssembly Required  Yes",220,https://www.houzz.com/products/bowery-hill-faux-marble-round-top-with-metal-base-end-table-in-white-and-chrome-prvw-vr~175124826
Bowery Hill Glass Top Accent End Table in Chrome,coffee-and-accent-tables,"Artfully designed this end table makes a striking statement. The graceful curves of its base flow together elegantly for a sophisticated look. A chrome finish adds brilliant shine and cool contemporary appeal. Its top is constructed from tempered glass accentuated by a bold black frame around the edge. Whether placed in a den or a foyer this table creates a decorative display for cherished memories.FeaturesFinish Chrome and ClearMaterial Metal GlassType of Glass Tempered glassShape RoundStyle ContemporaryPattern SolidSpecificationsOverall Product Dimensions 22"" H x 23.5"" W x 23.5"" DOverall Product Weight 23 lbsWeight Limit 100 lbs",159,https://www.houzz.com/products/bowery-hill-glass-top-accent-end-table-in-chrome-prvw-vr~76667166
Bowery Hill Glass Top End Table in Black Nickel,side-tables-and-accent-tables,"Build on a classic somewhat conservative silhouette with tasteful upgrades. Following a traditional pattern this end table hosts all of the elegant elements of a contemporary piece. Beautiful black nickel finish metal shapes a cubed silhouette with an open center. Tempered glass surfaces on its top and bottom shelf leave ample space for display and storage. This end table fulfills design and utility needs without a hitch.FeaturesFinish Black Nickel and ClearMaterial Glass MetalTempered glass on both table top and shelfStyle ContemporaryPattern SolidSpecificationsOverall Product Dimensions 23"" H x 24"" W x 26"" DOverall Product Weight 36 lbsGlass Thickness 5mm",175,https://www.houzz.com/products/bowery-hill-glass-top-end-table-in-black-nickel-prvw-vr~127562481
Bowery Hill Light Gray Reversible Sleeper Sofa Storage Chaise USB Charging Port,sofas-and-sectionals,"Limited in living space This Bowery Hill sleeper sofa sectional is the perfect choice for you This three piece light gray fabric reversible sectional is easy to assemble. With a pull out bed USB charging ports spacious storage chaise and side pocket and pouch for all your essential needs. The Ashlyn collection is the ultimate functional sofa you ever need use it as a bed a storage and a place where you can charge your phone while chilling and enjoying your favorite TV show and movie.Features Two USB Charging Ports Magazine Pocket Cell Phone PocketCell Phone Pocket and Magazine Pouch on the sidePullout Sleeper 42"" by 71""Reversible Storage ChaiseSolid Wood FrameTufted Seat and Back CushionPlump Stitching DesignFoam filled seats with springsMedium Firmness18"" Seat Height18"" Seat DepthSpecifications Seat Depth  18""Seat Height  18""Upholstery Material  Cotton Blended FabricUpholstery Color  Light GraySleeper Sofa Dimensions  42"" by 71""Assembly Required  YesFrame Material  Solid Wood",608,https://www.houzz.com/products/bowery-hill-light-gray-reversible-sleeper-sofa-storage-chaise-usb-charging-port-prvw-vr~155531439
Bowery Hill Love Seat in Black,sofas-and-sectionals,"This attractive black leather reception love seat will complete your upscale reception area. The design of this love seat allows it to adapt in a multitude of environments with its tufted cushions and visible accent stainless steel frame.FeaturesLove seat in blackMade of chrome foam leather PU and stainless steelTufted seat and backFixed seat and back cushionSoft and durableCA117 fire retardantSpecificationsOverall Dimensions 32.25"" H x 59"" W x 33"" DSeat Size Dimensions 17.5"" H x 44"" W x 22"" D",1278,https://www.houzz.com/products/bowery-hill-love-seat-in-black-prvw-vr~118781059
Bowery Hill Marble Top Demilune Accent Console Table in White,console-tables,"Elegant in design this demilune console table features a polished white marble top. The solid cast iron base is accented with twist details and tapered legs in a heavily antiqued gold finish. With the advanced product engineering and packaging reinforcement Bowery Hill maintains some of the lowest damage rates in the industry. Each product is designed manufactured and packaged with shipping in mind.Features Finish White and Antique GoldMaterial Metal MarbleDesigner David FrischConsole table combines premium quality materials with unique highstyle designSpecifications Product Dimensions  31.00"" H x 40.00"" W x 15.75"" DProduct Weight  52 lbs",934,https://www.houzz.com/products/bowery-hill-marble-top-demilune-accent-console-table-in-white-prvw-vr~178454483
Bowery Hill Modern Fabric Chaise Lounge in Beige,chaise-lounge-chairs,"Add both style and comfort to your living space with this attractive collection. The subtle coloration of this lovely collection allows it to blend in easily with any color scheme or style of decor.FeaturesFinish BeigeMaterials Solid Wood Wood Veneers FabricContemporary StyleFabric upholsteryFoamfilled interiorEspresso tapered legsNailhead trimSingle curved armrestSpecificationsOverall Product Dimensions 31.5"" H x 25"" W x 61"" DProduct Weight 63 lbsSeat Dimensions 19.5"" H x 53"" D",847,https://www.houzz.com/products/bowery-hill-modern-fabric-chaise-lounge-in-beige-prvw-vr~127529913
Bowery Hill Modern Fabric Chaise Lounge in Gray,chaise-lounge-chairs,"Add both style and comfort to your living space with this attractive collection. The subtle coloration of this lovely collection allows it to blend in easily with any color scheme or style of decor.FeaturesFinish GrayMaterials Solid Wood Wood Veneers FabricContemporary StyleFabric upholsteryFoamfilled interiorEspresso tapered legsNailhead trimSingle curved armrestSpecificationsOverall Product Dimensions 31.5"" H x 25"" W x 61"" DProduct Weight 63 lbsSeat Dimensions 19.5"" H x 53"" D",838,https://www.houzz.com/products/bowery-hill-modern-fabric-chaise-lounge-in-gray-prvw-vr~127530018
Bowery Hill Modern Faux Marble Sofa Table in Chrome,console-tables,"The Bowery Hill sofa table is designed with stylish faux marble and a chrome finish to create a sleek look to go with many dcor settings. Open storage has been added to display your keepsakes or decorative items.Features Faux Marble TopFaux Marble and Chrome FinishMetal Leg Base with Contemporary DesignSpecifications Product Dimensions  49""L x 17""D x 30""HProduct Weight  26 lbs",414,https://www.houzz.com/products/bowery-hill-modern-faux-marble-sofa-table-in-chrome-prvw-vr~161814793
Bowery Hill Modern Tufted Leather Loveseat with Flared Arms in Pesto Green,sofas-and-sectionals,"Enhance your space with the Bowery Hill leather loveseat. This beautiful pesto green leather loveseat features button tufted cushions with contrast tone stitching and unique tapered wood legs. Its deep comfy seat and flared padded arms give it an unique quality that will be perfect for anyone.Features Loose Back and Tight SeatButton Tufted BackFlared ArmsPesto green finishContemporary designSpecifications Product Dimensions  59""W x 37""D x 36""HProduct Weight  112 lbs",1611,https://www.houzz.com/products/bowery-hill-modern-tufted-leather-loveseat-with-flared-arms-in-pesto-green-prvw-vr~160835901
Bowery Hill Power Reclining Loveseat in Java,sofas-and-sectionals,"If youre torn between the cool look of leather and warm feel of a microfiber fabric this power reclining loveseat is a style compromise youre sure to love. Designed for looks and luxuriousness this decidedly contemporary loveseat delivers big comfort without the bulk. Exceptionally clean lines and squared styling make all the difference. A feelgood experience from head to toe it includes Easy View power adjustable headrests that let you fully recline and still have a primo view of the TV. Plus you can chill out while you recharge thanks to a USB charging port built right into the onetouch power control.Features Dualsided reclinerOnetouch power control with adjustable positionsCornerblocked frame with metal reinforced seatsAttached cushionsHighresiliency foam cushions wrapped in thick poly fiberEasy View power adjustable headrestsConsole with storage and 2 cup holdersUSB charging port in power controlSpecifications Product Dimensions  41.00"" H x 78.63"" W x 40.00"" DProduct Weight  219 lbs",1200,https://www.houzz.com/products/bowery-hill-power-reclining-loveseat-in-java-prvw-vr~173638873
Bowery Hill Round Glass Top Metal Base End Table in Satin Gray,side-tables-and-accent-tables,"Update your space with this modern industrial collection. Hour glass pedestal base highlights the intricate spokelike design. Round clear tempered glass frame its inner dimensional beauty. Electroplated metal in a soft satin gray finish. Constructed with metal and clear tempered glass.Features Round tempered glass topSatin Gray metal baseModern styleSpecifications Product Dimensions  24"" H x 23.5"" W x 23.5"" DProduct Weight  32.03 lbsAssembly Required  Yes",296,https://www.houzz.com/products/bowery-hill-round-glass-top-metal-base-end-table-in-satin-gray-prvw-vr~175124845
Bowery Hill Shaggy Dog Accent Chair In Light Pink,armchairs-and-accent-chairs,"This fashionable contemporary chair has a retro appeal. This colorful chair will brighten your home or office decor. This chair features a cool to touch faux fur material with an attractive beechwood base.FeaturesFinish Light PinkMaterial Acrylic Beechwood Foam Metal WoodContemporary DesignLight Pink Shaggy UpholsteryContoured DesignCA117 Fire Retardant FoamWood Base with Metal BracingProtective Plastic Floor GlidesDesigned for Commercial UseSpecificationsOverall Product Dimensions 34""H x 18.5""W x 21""DOverall Product Weight 10 lbs.Warranty 5 Year Limited (non moving metal parts) 2 yr Parts",150,https://www.houzz.com/products/bowery-hill-shaggy-dog-accent-chair-in-light-pink-prvw-vr~127529036
Bowery Hill Sofa Table in Gray Printed Faux Marble and Mirrored Silver Finish,console-tables,"Balance your upholstered seating furniture with some high contrast elements that will make your living room feel more modern and complete.  Sheen adds sparkle Stainless steel frame works perfectly with cultured marble top. Shiny metal base designed with interlaced circles supports the table making it visually pleasing to the eye.  Grey marble top showcases a stunning abstract texture and smooth surface perfect for displaying your table decorations beautifully. Use this bold and appealing addition in your living space to convey your confidence and personality.Features Rectangular Table TopCultured Marble TopStainless Steel BaseArtificial MarbleSpecifications Product Dimensions  63""L x 18""W x 33""HProduct Weight  122 lbs",1178,https://www.houzz.com/products/bowery-hill-sofa-table-in-gray-printed-faux-marble-and-mirrored-silver-finish-prvw-vr~173798063
Bowery Hill Solid Wood End Table with Charging Port in White,side-tables-and-accent-tables,"Functional and fashionable tables sure to be a focal point for your living space. This timeless style is constructed from solid ecofriendly hardwood and is fashioned with care and craftsmanship to perfectly accent your couch or living room chair featuring two highefficiency USB charging ports and two 110volt AC power outlets for your convenience. With sturdy leg assembly and a durable high build fivestep finish this is furniture youll love for a lifetime.Features Finish WhiteMaterials Solid hard wood constructionTwo (2) Builtin 110V power outletsTwo (2) Builtin 5V 2.1 amp USB charging portsFaster charging leading to longer life of the unitDurable 9 cord grounded UL listed 16 gauge 3 wireFits seamlessly into any home dcorSimple fresh design with slatted panelsSpecifications Product Dimensions  22"" H x 14"" W x 22"" DProduct Weight  29 lbs",156,https://www.houzz.com/products/bowery-hill-solid-wood-end-table-with-charging-port-in-white-prvw-vr~159449284
Bowery Hill Traditional Tufted Leather Sofa in Brown,sofas-and-sectionals,"Give any living space a sophisticated vibe with the distinguished design of this traditional Villa inspired sofa. Ideal for a living room or study this plush piece is covered in smooth faux leather in a beautiful shade of warm brown. Decorative tufting and nailhead trim give it a stylish appearance that creates a comfortable and inviting vibe in any home.Features Finish BrownMaterials Linenlike Fabric Faux Leather Wood Wood VeneerUpholstered in rich faux leatherRolled arms with nailhead trim outlineButton tufted arms and backRemovable seat cushionsSpecifications Product Dimensions  90""W x 37.5""D x 33""HProduct Weight  122 lbs",1827,https://www.houzz.com/products/bowery-hill-traditional-tufted-leather-sofa-in-brown-prvw-vr~117489266
Bowery Hill Transitional End Table with Storage in Oak,side-tables-and-accent-tables,"The Bowery Hill end table is a beautiful piece to add to any living space. An open compartment was designed for magazines or the remote control ample dropdown storage for all your living room essentials neatly tucked away and finished in oak. This piece was designed to go with many decor settings and a great item to add to enhance your space.Features Oak finishDropDown DoorsOpen Top Compartment for Organized StorageTransitional designSpecifications Product Dimensions  24""L x 24""D x 26""HProduct Weight  58 lbs",389,https://www.houzz.com/products/bowery-hill-transitional-end-table-with-storage-in-oak-prvw-vr~161814777
Bowery Hill Tufted Chaise Lounge with Small Bolster Pillow in Gray,chaise-lounge-chairs,"Great for any modern living room this luxurious gray chaise emits class and comfort. Upholstered in a soft velour microfiber fabric the silhouette features a high back and rolled details. Adorned with allover deep tufting the seat and back look stunning and plush. Relax with the included small bolster pillow that gives this chaise a welcoming look. Black tapered legs streamline the sophisticated details.FeaturesFinish Gray and BlackMaterial Velour Microfiber and WoodVelour microfiber chaise with button tuftingCleaning Code W / SSmall bolster pillow includedStyle ContemporaryPattern SolidSpecificationsOverall Product Dimensions 51"" H x 27.5"" W x 64"" DOverall Product Weight 47 lbs",468,https://www.houzz.com/products/bowery-hill-tufted-chaise-lounge-with-small-bolster-pillow-in-gray-prvw-vr~61965341
Bowery Hill Tufted Sleeper Sofa in Charcoal,sofas-and-sectionals,"When versatility is the rule the Serta Bowery Hill sleeper sofa is happy to abide whether at home or office. Made for the high traffic areas this armless convertible is the perfect combo of modern functionality and forward style. Constructed of hardwood frame plastic legs and highquality fabric it smoothly and safely transforms from sofa to bed. The robust frame is topped with highdensity foam and charcoal upholstery fabric with selfpiping details adding sophistication while keeping clean lines.Features Finish CharcoalMaterial Kilndried Solid Hardwood and PolyesterMultifunctional Sofa recliner sofa and double sleeperUpholstered in quality fabricSpecifications Product Dimensions  29.1"" H x 66.9"" W x 33.1"" DProduct Weight  53 lbsSeat Dimensions  15.4"" H x 66.1"" W x 19.8"" D",397,https://www.houzz.com/products/bowery-hill-tufted-sleeper-sofa-in-charcoal-prvw-vr~163440145
Bowery Hill TV Stand in Espresso and White,entertainment-centers-and-tv-stand,"Own the highly sought after mid century modern look with updated color combination of the TV Stand taking the finish dark and adding a high contrast look with white drawers. This TV Stand has style and plenty of function. The drawer cut out is to mineralize the look and keep it simple while having open space in the middle for components.FeaturesFinish Espresso and White2 DrawersOpen media compartmentWooden tapered legRectangular leg tableSpecificationsOverall Product Dimensions 19"" H x 59"" W x 16"" DProduct Weight 61 lbs",277,https://www.houzz.com/products/bowery-hill-tv-stand-in-espresso-and-white-prvw-vr~127529327
Boyd Chaise W/ Headrest Pillow Beige/ Silver,chaise-lounge-chairs,This luxurious Boyd Chaise takes its inspiration from the luxury spa resorts of Europe. A sleek chromeplated finish is paired with plush velvet upholstery in soft beige to create a serene oasis for rest and relaxation in any interior.Color BeigeFinish and Surface Treatments Chrome PlattedWood Content Eucalyptus / RubberwoodFabric Polyester VelvetFill Material FoamMetal Color ChromeMetal Type Iron,1947,https://www.houzz.com/products/boyd-chaise-w-headrest-pillow-beige-silver-prvw-vr~172996944
Boyd Chaise W/ Headrest Pillow Grey/ Silver,chaise-lounge-chairs,This luxurious Boyd Chaise takes its inspiration from the luxury spa resorts of Europe. A sleek chromeplated finish is paired with plush velvet upholstery in rich grey to create a serene oasis for rest and relaxation in any interior.Color GreyFinish and Surface Treatments Chrome PlattedWood Content Eucalyptus / RubberwoodFabric Polyester VelvetFill Material FoamMetal Color ChromeMetal Type Iron,1947,https://www.houzz.com/products/boyd-chaise-w-headrest-pillow-grey-silver-prvw-vr~183840145
Boyd Chaise W/ Headrest Pillow Navy/ Gold,chaise-lounge-chairs,This luxurious Boyd Chaise takes its inspiration from the luxury spa resorts of Europe. A sleek goldplated finish is paired with plush velvet upholstery in rich navy to create a serene oasis for rest and relaxation in any interior.Color NavyFinish and Surface Treatments Chrome PlattedWood Content Eucalyptus/rubberwoodFabric Polyester VelvetFill Material FoamMetal Color GoldMetal Type Iron,1988,https://www.houzz.com/products/boyd-chaise-w-headrest-pillow-navy-gold-prvw-vr~172997060
Boyd Chaise W/ Headrest Pillow Navy/ Gold,chaise-lounge-chairs,This luxurious Boyd Chaise takes its inspiration from the luxury spa resorts of Europe. A sleek goldplated finish is paired with plush velvet upholstery in rich navy to create a serene oasis for rest and relaxation in any interior.Color NavyFinish and Surface Treatments Chrome PlattedWood Content Eucalyptus/rubberwoodFabric Polyester VelvetFill Material FoamMetal Color GoldMetal Type Iron,1939,https://www.houzz.com/products/boyd-chaise-w-headrest-pillow-navy-gold-prvw-vr~176602393
Boyd Chaise W/ Headrest Pillow Navy/ Silver,chaise-lounge-chairs,This luxurious Boyd Chaise takes its inspiration from the luxury spa resorts of Europe. A sleek chromeplated finish is paired with plush velvet upholstery in rich navy to create a serene oasis for rest and relaxation in any interior.Color NavyFinish and Surface Treatments Chrome PlattedWood Content Eucalyptus / RubberwoodFabric Polyester VelvetFill Material FoamMetal Color ChromeMetal Type Iron,1947,https://www.houzz.com/products/boyd-chaise-w-headrest-pillow-navy-silver-prvw-vr~172996965
Boyd Chaise W/ Headrest Pillow Navy/ Silver,chaise-lounge-chairs,This luxurious Boyd Chaise takes its inspiration from the luxury spa resorts of Europe. A sleek chromeplated finish is paired with plush velvet upholstery in rich navy to create a serene oasis for rest and relaxation in any interior.Color NavyFinish and Surface Treatments Chrome PlattedWood Content Eucalyptus / RubberwoodFabric Polyester VelvetFill Material FoamMetal Color ChromeMetal Type Iron,1947,https://www.houzz.com/products/boyd-chaise-w-headrest-pillow-navy-silver-prvw-vr~183843577
Braden Desk/Console Table  Black,console-tables,Less is more and the Braden table demonstrates this in style. Available in brown or black this versatile piece works beautifully as a writing desk or console table.,517,https://www.houzz.com/products/braden-desk-console-table-black-prvw-vr~174654230
"Brady Tete A Tete Light Grey Double Chaise Lounge 85""",chaise-lounge-chairs,"Spark conversation with our chic and versatile Brady Tete A Tete Light Grey Double Chaise Lounge Sofa. Performancegrade upholstery bolster pillows and a wide open sit create the perfect invitation to settle in and stay a while. This unique modern chaise daybed will be the center of attention in any home decor.Dimensions 85.00""w x 50.00""d x 29.00""hConstructed from wood and fabricCapri Oatmeal Fabric upholsteryOak Wood LegsCategory Living RoomType Modern Chaise LoungersColors Vail Silver Distressed NaturalMaterials 100 Polyester ParawoodWeight 154.32 lb",2799,https://www.houzz.com/products/brady-tete-a-tete-light-grey-double-chaise-lounge-85-prvw-vr~181668352
Brae Water Hyacinth Wood Storage Stool  Brown,ottomans-and-cubes,Ideal for a coastal cottage or classic contemporary dcor this  water hyacinth wood storage stool makes decluttering a breeze. Wash black water hyacinth  basket  bone woven traditionally styled frame pairs beautifully with  removable woven baskets and a single drawer provides additional storage.,106,https://www.houzz.com/products/brae-water-hyacinth-wood-storage-stool-brown-prvw-vr~184750761
Brayden Dark Gray Fabric Sectional Sofa Chaise Ottoman and 2 Pillows,sofas-and-sectionals,"Furnish your living room with the Brayden  Built with quality fabrics and a solid wood frame you can sit back relax and enjoy any activity with friends and family. Create the sofa shape you like with its rearrangeable seat cushions. It could be arranged as a rightfacing chaise leftfacing chaise or even as a center chaise. Available in dark gray light gray and brown.Features Rearrangeable SeatSolid Wood Legs2 Pillows IncludedFoam filled seats with pocket coil springs5.5"" Seat Cushion ThicknessWoven FabricSpecifications Seat Height  18""Seat Depth  24""Seat Width  72""Seat back height  12""Leg Dimensions  5.9""Arm Height  23.5""Ottoman Dimensions  24""x24""x18""H",594,https://www.houzz.com/products/brayden-dark-gray-fabric-sectional-sofa-chaise-ottoman-and-2-pillows-prvw-vr~170975925
Breegin Contemporary Brown Chair Side End Table,side-tables-and-accent-tables,All the great elements of Missionstyle design including mortiseandtenon decorative overlays packed into an adorably sized chairside end table. Small but essential this accent table includes a deep drawer with removable tray for handy storage.,149,https://www.houzz.com/products/breegin-contemporary-brown-chair-side-end-table-prvw-vr~58768185
Brentlow Distressed Black Swivel Chair,armchairs-and-accent-chairs,Classic style gets an urban upgrade in this cool accent chair. The barrel back and tufted sides evoke swanky private clubs while the distressed black faux leather keeps it current. Signature Design by Ashley is a Registered Trademark of Ashley Furniture Industries Inc.,669,https://www.houzz.com/products/brentlow-distressed-black-swivel-chair-prvw-vr~156986298
Brentwood Queen Size Sleeper Sofa Memory Foam Mattress Seafoam,sofas-and-sectionals,"Drift off to dreamland with the Brentwood Queen Size Sleeper Sofa. Boasting a solid wood frame and buttontufted back cushions it will bring luxury to any space. Wide armrests and a sleek silhouette finish the modern design.NOT SURE OF YOUR COLOR Order some fabric samples to help you decide Simply select Buy Sample and we will send you our entire color catalog Swatches measure approximately 4""x4""Overall Dimensions 87""W x 38""D x 30""HMattress Dimensions 60""W x 72""D x 5.5""HDimensions w/ mattress open 86""W x 84""D x 27""HSeat Height 18""H Seat Depth 25""D Arm Height 24""HArm Width 6""W Leg/Base Height 5""H Pillow Height 33""HEcofriendly construction100 solid wood frameCleanable and breathable hypoallergenic fabricsNo flame retardants addedReversible and flippable detached cushioning with zippersSeat cushions are 2.0 density foam offering a cozy yet supportive sitLifetime guarantee on frame and workmanshipDeluxe 5.5"" thick innerspring with pillow top OR 4.5"" thick memory foam queensize mattressEasyfold steel mechanism with 1 year manufacturer guaranteeSleeps 2 comfortably",3271,https://www.houzz.com/products/brentwood-queen-size-sleeper-sofa-memory-foam-mattress-seafoam-prvw-vr~106334078
Brianne Swivel Chair,armchairs-and-accent-chairs,Make a statement with the Madison Park Brianne Swivel Chair. The wide seat and rounded arms give the chair a classic look. A highdensity foam filling solid wood frame and black metal swivel base provide exceptional comfort and support.  Upholstered in a rich indigo slub weave fabric in charcoal and grey accent colors this swivel chair will match beautifully with your home dcor. No assembly required. Comfort  wide seat and rounded arms swivel chair in indigo slub weave with charcoal/grey accent upholstery Durability  solid wood frame with metal swivel base high density foam cushion with velcro attachment Removable seat cushion has sinuous springs for better support Non KD construction  ready to use as soon as you open the carton Maximum weight capacity is 300 lbs Spot clean or professional steam clean Swivels 360 degreePrimary Color NavySize Description 29.5W x 33D x 34.75HMaterial/Fabrication Material Solid wood and plywood frame Upholstered seat Solid wood and plywood frame armFabrication 100 PolyesterFilling FoamMetal Finish Black Metal Swivel,587,https://www.houzz.com/products/brianne-swivel-chair-prvw-vr~177665713
Bridle Leather Campaign Chair,armchairs-and-accent-chairs,Add a simple vintageinspired accent piece to your living room using the Bridle Leather Campaign Chair. Recreated in the style of a 19thcentury British officers campaign chair this piece features brass hardware handturned maple wood and a brown leather seat and back. Display it among traditional decor for an elegant cohesive look.,689,https://www.houzz.com/products/bridle-leather-campaign-chair-prvw-vr~24685736
Brigby MidCentury Modern Walnut Finished Wood Console Table Walnut,console-tables,Add a retro chic touch to any space with the Brigby console table. Crafted from sturdy rubberwood the Brigby displays a classic walnut brown finish. The tabletop features a unique woodgrain pattern that creates a striking sunburst effect. Inspired by midcentury modern design the console is fitted with long angled legs. Its slim silhouette makes it well suited for placement in a hallway entryway or living room. The Brigby console table is made in Malaysia and requires assembly.,199,https://www.houzz.com/products/brigby-mid-century-modern-walnut-finished-wood-console-table-walnut-prvw-vr~147810014
"Brika Home 115"" Velvet Tufted Left Facing Sectional in Blue",sofas-and-sectionals,"Our velvet left facing sectional sofa with chaise lounge will give your home the renaissance it deserves. Comfort and style is evident in this dynamic sofa. This sectional features rich hued button tufted velvet fabric with contrasting silver nailhead trim accenting clean square arms high density foam padding and sturdy Yshaped coordinating silver chrome metal legs. With this chaise sectional traditional meets modern and the result is nothing short of spectacular.FeaturesUpholstery Color BlueUpholstery Material VelvetElegant Design Traditional style sectional with modern appeal handcrafted upholstery with velvet fabricExtra Storage Large storage compartment provides additional storage for organizing sheets pillows blankets and other living essentialsHandmade Trim Chic silver handmade nailhead trim brings luxurious and sophisticated lookThrow Pillows Three throw pillows are includedQuality High density foam seating  sturdy plywood frameCare Instructions Spot clean onlyAssembly Required YesSpecificationsWeight Capacity 300 lbsProduct Dimensions 30"" H x 115"" W x 70"" DChaise Dimensions 30"" H x 35"" W x 70"" DSofa Dimensions 30"" H x 80"" W x 33.5"" DProduct Weight 209 lbs",2990,https://www.houzz.com/products/brika-home-115-velvet-tufted-left-facing-sectional-in-blue-prvw-vr~156250234
Brika Home Faux Leather Ottoman in White,ottomans-and-cubes,"FeaturesOttoman in whiteMaterial Faux leatherFeatures Leatherette body and swivel baseSpecificationsOverall Dimensions 16.9""H x 18""W x 18""D",187,https://www.houzz.com/products/brika-home-faux-leather-ottoman-in-white-prvw-vr~126565937
Brika Home Faux Leather Tufted Ottoman in Yellow,ottomans-and-cubes,"Our PU leather cube ottoman adds a contemporary yet playful touch to your living room bedroom or entryway. Featuring supple PU leather the comfort of a high density foam cushioned seat with button tufting sturdy open framework in a cool silver tone this adorable pop of color accent piece can be mixed and matched and provides not only dual functionality but also a focal point of style and flair that seamlessly incorporates your main decor to create an inviting and comfortable atmosphere to come home to. This cube ottoman is ideal for a kids to dorm rooms and everything in between. Comfortably padded and built to last these ottomans are a must have for any child.FeaturesUpholstery Color YellowUpholstery Material PU LeatherModern Design Modern industrial cube design with clean lines and metal powder coated leg base match perfectly with any decor themeButton Tufted Classic button tufted detail for exquisite look and exceptional comfortMultifunctional Can be used in multiple room settings as an ottoman bench coffee table vanity chair dressing chairVersatile Use Ottoman provides extra seating with an elegant look that can fit into any room like bedroom living room dining room entryway also blends with a variety of decorQuality High density foam and sturdy metal frame baseCare Instructions Spot clean only wipe with dry clothAssembly Required YesSpecificationsWeight Capacity 286 lbsProduct Dimensions 18"" H x 18"" W x 18"" DProduct Weight 13 lbs",93,https://www.houzz.com/products/brika-home-faux-leather-tufted-ottoman-in-yellow-prvw-vr~167493068
Brika Home Modern Painted Wood Side Table in Black,side-tables-and-accent-tables,"FeaturesFinish Fiber Glass BaseColor BlackThe top is glossy painted MDF and the base is glossy coated fiberglass.Assembly is requiredWeight Capacity 20 lbs.SpecificationsOverall Product Dimensions 22.8"" H x 19.8"" W x 19.8"" DTop Diameter  19.8""  Base Diameter  13""Net Weight 15.99 lbs",455,https://www.houzz.com/products/brika-home-modern-painted-wood-side-table-in-black-prvw-vr~81012762
Brika Home Square Storage Ottoman in Espresso,ottomans-and-cubes,This Storage Ottoman has great functionality and beautiful presence. It offers rich leather exterior with a large storage space interior for all of your needs.FeaturesFinish EspressoMaterial Leather and WoodProvides ample storageSoftly padded topSturdy wooden frameAdditional seating,424,https://www.houzz.com/products/brika-home-square-storage-ottoman-in-espresso-prvw-vr~127552113
Brika Home Velvet Storage Ottoman in Blush and Gold,ottomans-and-cubes,"Our stunning modern storage ottoman combines functionality and style for your living room or bedroom. This multipurpose piece can be an ottoman or coffee table sitting in your living room a comfy foot stool in your bedroom or just an extra seat for guests. Use this piece on its own or as a pair to make a statement in any room. A convenient hidden storage compartment gives you an extra space and helps you to keep books magazines and other novelties tucked away under padded hinged lid. If you live in a small apartment storage ottoman is designed especially for you. It is ideal for kids and teens bedroom. This modern accent piece blends harmoniously with any home furnishing and dcor.FeaturesUpholstery Color BlushUpholstery Material VelvetModern Elegant Design Modern and chic upholstery with velvet / linen fabric and gold details adds a touch of freshness to your home decor our glamorous style ottoman really makes a statement and brings luxurious and sophisticated lookGold Nailheads Trim and Decorative Ring Gleaming gold handmade nailhead trim around ottoman brings luxurious and sophisticated look and gold ring positioned on the sideButton Tufted On the outside this ottoman is covered in your choice of color in velvet or linen fabric with cushioned top for a comfortable place to put your feet upExtra Storage A storage ottoman is one of the handiest pieces of furniture you can have in your home hinged lid allows you to store magazines books video game controllers TV remotes pillows throws kid toys or blanketsWhether grouped together or just a single splash of color you and your friends will love the look and feel of our ottoman excellent for small spacesMultifunctional Can be used in multiple room settings as a vanity chair dressing chair accent chair ottoman perfect for use as a footstool side tableVersatile Use This exclusively designed ottoman will make your room organized and look more luxury providing extra seating with an elegant look that can fit into any room bedroom living room entryway kids roomAssembly Required NoSpecificationsWeight Capacity 300 lbsProduct Dimensions 18"" H x 18"" W x 18"" DProduct Weight 12.5 lbs",203,https://www.houzz.com/products/brika-home-velvet-storage-ottoman-in-blush-and-gold-prvw-vr~176154775
"Bromley 75"" 2 Tier TV Bench Ravenwood Black",entertainment-centers-and-tv-stand,"Show off your flat screen TV with this sleek extra wide bench from the Bromley Collection. Featuring a rich Ravenwood Black finish with sleek Gun metal posts this spacious two tier design offers the ideal open space for your sound bar and audio equipment. Sliding tempered glass doors safely conceal your components and accessories while the convenient cable management system maintains a clean and polished look in your home. Built to accommodate most TVs up to 80"" this spacious design sets the perfect stage for your home theater display.Accommodates most 48""80"" TVsRich Ravenwood Black finishExtra wide two tier design for ample storageTinted tempered sliding glass doorsOpen shelf space ideal for audio equipment sound bars and components of all sizesConvenient cable management system",665,https://www.houzz.com/products/bromley-75-2-tier-tv-bench-ravenwood-black-prvw-vr~31032278
Brookfield Media Console,entertainment-centers-and-tv-stand,The 82inch Brookfield media console offers ample storage with four fullextension drawers featuring textured veneer fronts. Four open compartments provide easy access for components or a display area for decorative accessories.,3735,https://www.houzz.com/products/brookfield-media-console-prvw-vr~153610801
